refinery,date,series,value
Pemex Olmeca / Dos Bocas (MX),2023-02-01,blackmarble_ntl_hybrid,67.1472535344976
Pemex Olmeca / Dos Bocas (MX),2023-03-01,blackmarble_ntl_hybrid,88.08820409746565
Pemex Olmeca / Dos Bocas (MX),2023-04-01,blackmarble_ntl_hybrid,107.70079184142796
Pemex Olmeca / Dos Bocas (MX),2023-05-01,blackmarble_ntl_hybrid,61.15983194148047
Pemex Olmeca / Dos Bocas (MX),2023-06-01,blackmarble_ntl_hybrid,84.41489968356296
Pemex Olmeca / Dos Bocas (MX),2023-07-01,blackmarble_ntl_hybrid,62.63932381297004
Pemex Olmeca / Dos Bocas (MX),2023-08-01,blackmarble_ntl_hybrid,88.02058340529719
Pemex Olmeca / Dos Bocas (MX),2023-09-01,blackmarble_ntl_hybrid,89.67632173363273
Pemex Olmeca / Dos Bocas (MX),2023-10-01,blackmarble_ntl_hybrid,124.6561899890561
Pemex Olmeca / Dos Bocas (MX),2023-11-01,blackmarble_ntl_hybrid,193.132909575863
Pemex Olmeca / Dos Bocas (MX),2023-12-01,blackmarble_ntl_hybrid,141.56105627181262
Pemex Olmeca / Dos Bocas (MX),2024-01-01,blackmarble_ntl_hybrid,90.28641401240107
Pemex Olmeca / Dos Bocas (MX),2024-02-01,blackmarble_ntl_hybrid,144.20354992680296
Pemex Olmeca / Dos Bocas (MX),2024-03-01,blackmarble_ntl_hybrid,132.62561002990904
Pemex Olmeca / Dos Bocas (MX),2024-04-01,blackmarble_ntl_hybrid,130.47718235162588
Pemex Olmeca / Dos Bocas (MX),2024-05-01,blackmarble_ntl_hybrid,151.44651313646304
Pemex Olmeca / Dos Bocas (MX),2024-06-01,blackmarble_ntl_hybrid,242.66170996039577
Pemex Olmeca / Dos Bocas (MX),2024-07-01,blackmarble_ntl_hybrid,230.07699963750218
Pemex Olmeca / Dos Bocas (MX),2024-08-01,blackmarble_ntl_hybrid,328.7555921458634
Pemex Olmeca / Dos Bocas (MX),2024-09-01,blackmarble_ntl_hybrid,364.5493117223812
Pemex Olmeca / Dos Bocas (MX),2024-10-01,blackmarble_ntl_hybrid,209.05306003845874
Pemex Olmeca / Dos Bocas (MX),2024-11-01,blackmarble_ntl_hybrid,274.2719664376163
Pemex Olmeca / Dos Bocas (MX),2024-12-01,blackmarble_ntl_hybrid,1081.2689409763855
Pemex Olmeca / Dos Bocas (MX),2025-01-01,blackmarble_ntl_hybrid,172.99530167269285
Pemex Olmeca / Dos Bocas (MX),2025-02-01,blackmarble_ntl_hybrid,116.88451834825369
Pemex Olmeca / Dos Bocas (MX),2025-03-01,blackmarble_ntl_hybrid,373.14503673124597
Pemex Olmeca / Dos Bocas (MX),2025-04-01,blackmarble_ntl_hybrid,838.1845395804862
Pemex Olmeca / Dos Bocas (MX),2025-05-01,blackmarble_ntl_hybrid,681.2990657196948
Pemex Olmeca / Dos Bocas (MX),2025-06-01,blackmarble_ntl_hybrid,737.9808329971585
Pemex Olmeca / Dos Bocas (MX),2025-07-01,blackmarble_ntl_hybrid,556.1016374847593
Pemex Olmeca / Dos Bocas (MX),2025-08-01,blackmarble_ntl_hybrid,594.2707917647954
Pemex Olmeca / Dos Bocas (MX),2025-09-01,blackmarble_ntl_hybrid,966.946861419452
Pemex Olmeca / Dos Bocas (MX),2025-10-01,blackmarble_ntl_hybrid,596.8968901606002
Pemex Olmeca / Dos Bocas (MX),2025-11-01,blackmarble_ntl_hybrid,869.217380828406
Pemex Olmeca / Dos Bocas (MX),2025-12-01,blackmarble_ntl_hybrid,1845.3382055293878
Pemex Olmeca / Dos Bocas (MX),2026-01-01,blackmarble_ntl_hybrid,1800.2483407139073
Pemex Olmeca / Dos Bocas (MX),2026-02-01,blackmarble_ntl_hybrid,543.1084842286872
Pemex Olmeca / Dos Bocas (MX),2026-03-01,blackmarble_ntl_hybrid,460.2444992150075
Pemex Olmeca / Dos Bocas (MX),2026-04-01,blackmarble_ntl_hybrid,626.6566137844288
Pemex Olmeca / Dos Bocas (MX),2016-01-01,blackmarble_ntl_hybrid,63.92898456232082
Pemex Olmeca / Dos Bocas (MX),2017-01-01,blackmarble_ntl_hybrid,26.36645082256498
Pemex Olmeca / Dos Bocas (MX),2018-01-01,blackmarble_ntl_hybrid,21.20329425744051
Pemex Olmeca / Dos Bocas (MX),2019-01-01,blackmarble_ntl_hybrid,19.642060220241547
Pemex Olmeca / Dos Bocas (MX),2020-01-01,blackmarble_ntl_hybrid,25.01126901884756
Pemex Olmeca / Dos Bocas (MX),2021-01-01,blackmarble_ntl_hybrid,105.66286186353695
