,from,to,time
579,881e05b6c3fffff,881e05b6c1fffff,364
580,881e05b6c3fffff,881e05b6c7fffff,310
581,881e05b6c5fffff,881e05b6c5fffff,0
582,881e05b6c5fffff,881e05b613fffff,262
583,881e05b6c5fffff,881e05b6c1fffff,121
584,881e05b6c5fffff,881e05b6c7fffff,218
585,881e05b6c5fffff,881e05b6cdfffff,502
586,881e05b6c5fffff,881e05b6ebfffff,1848
587,881e05b6c5fffff,881e05b6e9fffff,225
588,881e05b6c7fffff,881e05b689fffff,207
589,881e05b6c7fffff,881e05b68dfffff,304
590,881e05b6c7fffff,881e05b6c5fffff,213
591,881e05b6c7fffff,881e05b6c3fffff,311
592,881e05b6c7fffff,881e05b6c1fffff,205
593,881e05b6c7fffff,881e05b6c7fffff,0
594,881e05b6c7fffff,881e05b6ebfffff,1922
595,881e05b6c9fffff,881e2e7935fffff,259
596,881e05b6c9fffff,881e05b6c9fffff,0
597,881e05b6c9fffff,881e2e7923fffff,191
598,881e05b6c9fffff,881e05b6cbfffff,506
599,881e05b6c9fffff,881e05b6c1fffff,259
600,881e05b6c9fffff,881e05b6cdfffff,375
601,881e05b6c9fffff,881e2e7927fffff,261
602,881e05b6cbfffff,881e05b6ddfffff,523
603,881e05b6cbfffff,881e2e7935fffff,415
604,881e05b6cbfffff,881e05b6c3fffff,759
605,881e05b6cbfffff,881e05b6c9fffff,502
606,881e05b6cbfffff,881e2e7937fffff,418
607,881e05b6cbfffff,881e05b6cbfffff,0
608,881e05b6cbfffff,881e05b6c1fffff,399
609,881e05b6cdfffff,881e05b6c5fffff,508
610,881e05b6cdfffff,881e05b6c9fffff,378
611,881e05b6cdfffff,881e05b61bfffff,1111
612,881e05b6cdfffff,881e05b6c1fffff,401
613,881e05b6cdfffff,881e05b613fffff,660
614,881e05b6cdfffff,881e05b6cdfffff,0
615,881e05b6cdfffff,881e2e7927fffff,218
616,881e05b6d1fffff,881e05b6ddfffff,166
617,881e05b6d1fffff,881e05b6d9fffff,216
618,881e05b6d1fffff,881e05b6d5fffff,143
619,881e05b6d1fffff,881e05b6d1fffff,0
620,881e05b6d1fffff,881e05b6d3fffff,220
621,881e05b6d1fffff,881e05b6d7fffff,589
622,881e05b6d1fffff,881e05b6dbfffff,291
623,881e05b6d3fffff,881e2e79a5fffff,349
624,881e05b6d3fffff,881e05b699fffff,372
625,881e05b6d3fffff,881e05b6d1fffff,222
626,881e05b6d3fffff,881e05b6d3fffff,0
627,881e05b6d3fffff,881e05b6d7fffff,721
628,881e05b6d3fffff,881e2e79adfffff,244
629,881e05b6d3fffff,881e05b6dbfffff,290
630,881e05b6d5fffff,881e05b689fffff,136
631,881e05b6d5fffff,881e05b68bfffff,298
632,881e05b6d5fffff,881e05b6ddfffff,133
633,881e05b6d5fffff,881e05b6d5fffff,0
634,881e05b6d5fffff,881e05b6c3fffff,376
635,881e05b6d5fffff,881e05b6d1fffff,138
636,881e05b6d5fffff,881e05b6d7fffff,470
637,881e05b6d7fffff,881e05b699fffff,337
638,881e05b6d7fffff,881e05b68bfffff,585
639,881e05b6d7fffff,881e05b6d5fffff,482
640,881e05b6d7fffff,881e05b6d1fffff,590
641,881e05b6d7fffff,881e05b69dfffff,363
642,881e05b6d7fffff,881e05b6d3fffff,701
643,881e05b6d7fffff,881e05b6d7fffff,0
644,881e05b6d9fffff,881e05b6ddfffff,146
645,881e05b6d9fffff,881e05b6d9fffff,0
646,881e05b6d9fffff,881e2e7937fffff,171
647,881e05b6d9fffff,881e05b6d1fffff,213
648,881e05b6d9fffff,881e2e79e5fffff,421
649,881e05b6d9fffff,881e05b6dbfffff,77
650,881e05b6d9fffff,881e2e7933fffff,228
651,881e05b6dbfffff,881e2e79e7fffff,336
652,881e05b6dbfffff,881e05b6d9fffff,166
653,881e05b6dbfffff,881e05b6d1fffff,180
654,881e05b6dbfffff,881e2e79e5fffff,495
655,881e05b6dbfffff,881e05b6d3fffff,170
656,881e05b6dbfffff,881e2e79adfffff,112
657,881e05b6dbfffff,881e05b6dbfffff,0
658,881e05b6ddfffff,881e05b6ddfffff,58
659,881e05b6ddfffff,881e05b6d9fffff,147
660,881e05b6ddfffff,881e05b6d5fffff,123
661,881e05b6ddfffff,881e05b6c3fffff,344
662,881e05b6ddfffff,881e2e7937fffff,195
663,881e05b6ddfffff,881e05b6d1fffff,164
664,881e05b6ddfffff,881e05b6cbfffff,516
665,881e05b6e1fffff,881e05b6edfffff,610
666,881e05b6e1fffff,881e05b6e3fffff,481
667,881e05b6e1fffff,881e05b6e7fffff,654
668,881e05b6e1fffff,881e05b6e5fffff,790
669,881e05b6e1fffff,881e05b6e1fffff,0
670,881e05b6e1fffff,881e05b6ebfffff,2112
671,881e05b6e1fffff,881e05b6e9fffff,643
672,881e05b6e3fffff,881e05b6a9fffff,515
673,881e05b6e3fffff,881e05b68dfffff,294
674,881e05b6e3fffff,881e05b6e3fffff,460
675,881e05b6e3fffff,881e05b6e7fffff,350
676,881e05b6e3fffff,881e05b6e1fffff,481
677,881e05b6e3fffff,881e05b685fffff,888
678,881e05b6e3fffff,881e05b6ebfffff,1809
679,881e05b6e5fffff,881e05b459fffff,791
680,881e05b6e5fffff,881e05b6edfffff,526
681,881e05b6e5fffff,881e05b633fffff,699
682,881e05b6e5fffff,881e05b45bfffff,452
683,881e05b6e5fffff,881e05b6e7fffff,397
684,881e05b6e5fffff,881e05b6e5fffff,0
685,881e05b6e5fffff,881e05b6e1fffff,798
686,881e05b6e7fffff,881e05b6a9fffff,416
687,881e05b6e7fffff,881e05b6adfffff,297
688,881e05b6e7fffff,881e05b45bfffff,343
689,881e05b6e7fffff,881e05b6e3fffff,380
690,881e05b6e7fffff,881e05b6e7fffff,0
691,881e05b6e7fffff,881e05b6e5fffff,387
692,881e05b6e7fffff,881e05b6e1fffff,690
693,881e05b6e9fffff,881e05b6edfffff,119
694,881e05b6e9fffff,881e05b6c5fffff,217
695,881e05b6e9fffff,881e05b613fffff,255
696,881e05b6e9fffff,881e05b617fffff,101
697,881e05b6e9fffff,881e05b6e1fffff,639
698,881e05b6e9fffff,881e05b6ebfffff,1862
699,881e05b6e9fffff,881e05b6e9fffff,60
700,881e05b6ebfffff,881e05b68dfffff,283
701,881e05b6ebfffff,881e05b6c5fffff,291
702,881e05b6ebfffff,881e05b6e3fffff,259
703,881e05b6ebfffff,881e05b6c7fffff,375
704,881e05b6ebfffff,881e05b6e1fffff,569
705,881e05b6ebfffff,881e05b6ebfffff,0
706,881e05b6ebfffff,881e05b6e9fffff,329
707,881e05b6edfffff,881e05b63bfffff,189
708,881e05b6edfffff,881e05b6edfffff,0
709,881e05b6edfffff,881e05b633fffff,1028
710,881e05b6edfffff,881e05b6e5fffff,511
711,881e05b6edfffff,881e05b617fffff,165
712,881e05b6edfffff,881e05b6e1fffff,609
713,881e05b6edfffff,881e05b6e9fffff,115
714,881e2e4c93fffff,881e2e7945fffff,287
715,881e2e4c93fffff,881e2e4c93fffff,208
716,881e2e4c93fffff,881e2e4c91fffff,248
717,881e2e4c93fffff,881e2e7969fffff,446
718,881e2e4c93fffff,881e2e794dfffff,404
719,881e2e4c93fffff,881e2e4c97fffff,291
720,881e2e4c93fffff,881e2e4c9bfffff,263
721,881e2e4c97fffff,881e2e796dfffff,161
722,881e2e4c97fffff,881e2e4c93fffff,298
723,881e2e4c97fffff,881e2e4c91fffff,161
724,881e2e4c97fffff,881e2e7969fffff,268
725,881e2e4c97fffff,881e2e4cbbfffff,205
726,881e2e4c97fffff,881e2e4c97fffff,0
727,881e2e4c97fffff,881e2e4c95fffff,209
728,881e2e4c9bfffff,881e2e794dfffff,299
729,881e2e4c9bfffff,881e2e4c93fffff,271
730,881e2e4c9bfffff,881e2e7b27fffff,318
731,881e2e4c9bfffff,881e2e4c91fffff,243
732,881e2e4c9bfffff,881e2e7b25fffff,769
733,881e2e4c9bfffff,881e2e4c99fffff,720
734,881e2e4c9bfffff,881e2e4c9bfffff,327
735,881e2e6105fffff,881e2e612bfffff,641
736,881e2e6105fffff,881e2e610dfffff,436
737,881e2e6105fffff,881e2e6163fffff,1037
738,881e2e6105fffff,881e2e6107fffff,649
739,881e2e6105fffff,881e2e6129fffff,379
740,881e2e6105fffff,881e2e6105fffff,655
741,881e2e6105fffff,881e2e6101fffff,707
742,881e2e610dfffff,881e2e6147fffff,146
743,881e2e610dfffff,881e2e610dfffff,0
744,881e2e610dfffff,881e2e6163fffff,821
745,881e2e610dfffff,881e2e6105fffff,430
746,881e2e610dfffff,881e2e6109fffff,288
747,881e2e610dfffff,881e2e616bfffff,463
748,881e2e610dfffff,881e2e6101fffff,410
749,881e2e6121fffff,881e2e612bfffff,177
750,881e2e6121fffff,881e2e6125fffff,147
751,881e2e6121fffff,881e2e6123fffff,343
752,881e2e6121fffff,881e2e6121fffff,0
753,881e2e6121fffff,881e2e6129fffff,108
754,881e2e6121fffff,881e2e612dfffff,344
755,881e2e6121fffff,881e2e6127fffff,239
756,881e2e6125fffff,881e2e6a53fffff,189
757,881e2e6125fffff,881e2e6125fffff,0
758,881e2e6125fffff,881e2e6121fffff,153
759,881e2e6125fffff,881e2e6a1bfffff,313
760,881e2e6125fffff,881e2e612dfffff,404
761,881e2e6125fffff,881e2e6a19fffff,385
762,881e2e6125fffff,881e2e6127fffff,331
763,881e2e6127fffff,881e2e6acdfffff,592
764,881e2e6127fffff,881e2e6125fffff,329
765,881e2e6127fffff,881e2e6123fffff,572
766,881e2e6127fffff,881e2e6121fffff,249
767,881e2e6127fffff,881e2e6a1bfffff,477
768,881e2e6127fffff,881e2e6ac9fffff,786
769,881e2e6127fffff,881e2e6127fffff,0
770,881e2e6129fffff,881e2e612bfffff,261
771,881e2e6129fffff,881e2e6121fffff,105
772,881e2e6129fffff,881e2e6163fffff,658
773,881e2e6129fffff,881e2e6167fffff,245
774,881e2e6129fffff,881e2e6129fffff,0
775,881e2e6129fffff,881e2e6105fffff,382
776,881e2e6129fffff,881e2e612dfffff,381
777,881e2e612bfffff,881e2e613dfffff,181
778,881e2e612bfffff,881e2e612bfffff,208
779,881e2e612bfffff,881e2e6123fffff,354
780,881e2e612bfffff,881e2e6121fffff,177
781,881e2e612bfffff,881e2e6107fffff,207
782,881e2e612bfffff,881e2e6129fffff,271
783,881e2e612bfffff,881e2e6105fffff,653
784,881e2e612dfffff,881e2e6a53fffff,430
785,881e2e612dfffff,881e2e6125fffff,405
786,881e2e612dfffff,881e2e6121fffff,348
787,881e2e612dfffff,881e2e6167fffff,305
788,881e2e612dfffff,881e2e6a5bfffff,753
789,881e2e612dfffff,881e2e6129fffff,380
790,881e2e612dfffff,881e2e612dfffff,0
791,881e2e6141fffff,881e2e614dfffff,169
792,881e2e6141fffff,881e2e6147fffff,176
793,881e2e6141fffff,881e2e6143fffff,114
794,881e2e6141fffff,881e2e614bfffff,165
795,881e2e6141fffff,881e2e6145fffff,254
796,881e2e6141fffff,881e2e6149fffff,115
797,881e2e6141fffff,881e2e6141fffff,0
798,881e2e6145fffff,881e2e6147fffff,210
799,881e2e6145fffff,881e2e614dfffff,345
800,881e2e6145fffff,881e2e6169fffff,228
801,881e2e6145fffff,881e2e6145fffff,219
802,881e2e6145fffff,881e2e7893fffff,433
803,881e2e6145fffff,881e2e616bfffff,360
804,881e2e6145fffff,881e2e6141fffff,254
805,881e2e6147fffff,881e2e6147fffff,0
806,881e2e6147fffff,881e2e6143fffff,205
807,881e2e6147fffff,881e2e610dfffff,147
808,881e2e6147fffff,881e2e6145fffff,214
809,881e2e6147fffff,881e2e6109fffff,189
810,881e2e6147fffff,881e2e616bfffff,438
811,881e2e6147fffff,881e2e6141fffff,183
812,881e2e614dfffff,881e2e614dfffff,113
813,881e2e614dfffff,881e2e6145fffff,346
814,881e2e614dfffff,881e2e789bfffff,221
815,881e2e614dfffff,881e2e7893fffff,317
816,881e2e614dfffff,881e2e6327fffff,172
817,881e2e614dfffff,881e2e6149fffff,183
818,881e2e614dfffff,881e2e6141fffff,172
819,881e2e6161fffff,881e2e616dfffff,241
820,881e2e6161fffff,881e2e6161fffff,682
821,881e2e6161fffff,881e2e6163fffff,753
822,881e2e6161fffff,881e2e6165fffff,276
823,881e2e6161fffff,881e2e6169fffff,353
824,881e2e6161fffff,881e2e6167fffff,340
825,881e2e6161fffff,881e2e616bfffff,710
826,881e2e6163fffff,881e2e6161fffff,756
827,881e2e6163fffff,881e2e6163fffff,0
828,881e2e6163fffff,881e2e610dfffff,817
829,881e2e6163fffff,881e2e6167fffff,412
830,881e2e6163fffff,881e2e6129fffff,650
831,881e2e6163fffff,881e2e6105fffff,1033
832,881e2e6163fffff,881e2e616bfffff,1149
833,881e2e6165fffff,881e2e6a59fffff,680
834,881e2e6165fffff,881e2e616dfffff,143
835,881e2e6165fffff,881e2e6161fffff,278
836,881e2e6165fffff,881e2e6165fffff,0
837,881e2e6165fffff,881e2e6167fffff,261
838,881e2e6165fffff,881e2e6a5bfffff,735
839,881e2e6165fffff,881e2e78b3fffff,869
840,881e2e6167fffff,881e2e6161fffff,343
841,881e2e6167fffff,881e2e6163fffff,412
842,881e2e6167fffff,881e2e6165fffff,261
843,881e2e6167fffff,881e2e6167fffff,0
844,881e2e6167fffff,881e2e6a5bfffff,611
845,881e2e6167fffff,881e2e6129fffff,238
846,881e2e6167fffff,881e2e612dfffff,305
847,881e2e6169fffff,881e2e616dfffff,275
848,881e2e6169fffff,881e2e6161fffff,350
849,881e2e6169fffff,881e2e6169fffff,0
850,881e2e6169fffff,881e2e7897fffff,501
851,881e2e6169fffff,881e2e6145fffff,230
852,881e2e6169fffff,881e2e7893fffff,406
853,881e2e6169fffff,881e2e616bfffff,430
854,881e2e616bfffff,881e2e6147fffff,441
855,881e2e616bfffff,881e2e6161fffff,710
856,881e2e616bfffff,881e2e6163fffff,1147
857,881e2e616bfffff,881e2e610dfffff,468
858,881e2e616bfffff,881e2e6169fffff,427
859,881e2e616bfffff,881e2e6145fffff,363
860,881e2e616bfffff,881e2e616bfffff,0
861,881e2e616dfffff,881e2e78bbfffff,194
862,881e2e616dfffff,881e2e616dfffff,0
863,881e2e616dfffff,881e2e6161fffff,239
864,881e2e616dfffff,881e2e6169fffff,276
865,881e2e616dfffff,881e2e6165fffff,145
866,881e2e616dfffff,881e2e7897fffff,356
867,881e2e616dfffff,881e2e78b3fffff,892
868,881e2e6801fffff,881e2e6805fffff,402
869,881e2e6801fffff,881e2e6809fffff,603
870,881e2e6801fffff,881e2e680dfffff,463
871,881e2e6801fffff,881e2e680bfffff,727
872,881e2e6801fffff,881e2e6807fffff,420
873,881e2e6801fffff,881e2e6801fffff,0
874,881e2e6801fffff,881e2e6803fffff,599
875,881e2e6803fffff,881e2e6815fffff,528
876,881e2e6803fffff,881e2e681dfffff,254
877,881e2e6803fffff,881e2e680bfffff,790
878,881e2e6803fffff,881e2e6839fffff,546
879,881e2e6803fffff,881e2e6807fffff,255
880,881e2e6803fffff,881e2e6801fffff,697
881,881e2e6803fffff,881e2e6803fffff,0
882,881e2e6805fffff,881e2e6805fffff,0
883,881e2e6805fffff,881e2e680dfffff,256
884,881e2e6805fffff,881e2e682bfffff,250
885,881e2e6805fffff,881e2e6807fffff,112
886,881e2e6805fffff,881e2e6863fffff,166
887,881e2e6805fffff,881e2e6801fffff,427
888,881e2e6805fffff,881e2e6829fffff,172
889,881e2e6807fffff,881e2e6805fffff,206
890,881e2e6807fffff,881e2e683dfffff,203
891,881e2e6807fffff,881e2e6839fffff,356
892,881e2e6807fffff,881e2e682bfffff,242
893,881e2e6807fffff,881e2e6807fffff,0
894,881e2e6807fffff,881e2e6801fffff,530
895,881e2e6807fffff,881e2e6803fffff,253
896,881e2e6809fffff,881e2e6847fffff,396
897,881e2e6809fffff,881e2e680dfffff,411
898,881e2e6809fffff,881e2e6855fffff,328
899,881e2e6809fffff,881e2e680bfffff,285
900,881e2e6809fffff,881e2e6843fffff,225
901,881e2e6809fffff,881e2e6801fffff,590
902,881e2e6809fffff,881e2e6809fffff,0
903,881e2e680bfffff,881e2e681dfffff,933
904,881e2e680bfffff,881e2e6809fffff,280
905,881e2e680bfffff,881e2e6855fffff,454
906,881e2e680bfffff,881e2e680bfffff,0
907,881e2e680bfffff,881e2e6857fffff,384
908,881e2e680bfffff,881e2e6801fffff,717
909,881e2e680bfffff,881e2e6803fffff,787
910,881e2e680dfffff,881e2e686bfffff,348
911,881e2e680dfffff,881e2e6847fffff,698
912,881e2e680dfffff,881e2e6805fffff,229
913,881e2e680dfffff,881e2e680dfffff,0
914,881e2e680dfffff,881e2e6863fffff,228
915,881e2e680dfffff,881e2e6801fffff,451
916,881e2e680dfffff,881e2e6809fffff,416
917,881e2e6811fffff,881e2e6817fffff,402
918,881e2e6811fffff,881e2e6815fffff,267
919,881e2e6811fffff,881e2e681dfffff,287
920,881e2e6811fffff,881e2e681bfffff,575
921,881e2e6811fffff,881e2e6813fffff,401
922,881e2e6811fffff,881e2e6811fffff,427
923,881e2e6811fffff,881e2e6819fffff,558
924,881e2e6815fffff,881e2e683bfffff,489
925,881e2e6815fffff,881e2e6817fffff,282
926,881e2e6815fffff,881e2e6815fffff,211
927,881e2e6815fffff,881e2e681dfffff,386
928,881e2e6815fffff,881e2e6839fffff,400
929,881e2e6815fffff,881e2e6811fffff,270
930,881e2e6815fffff,881e2e6803fffff,443
931,881e2e6817fffff,881e2e68e9fffff,221
932,881e2e6817fffff,881e2e68edfffff,162
933,881e2e6817fffff,881e2e683bfffff,517
934,881e2e6817fffff,881e2e6817fffff,0
935,881e2e6817fffff,881e2e6815fffff,318
936,881e2e6817fffff,881e2e6813fffff,240
937,881e2e6817fffff,881e2e6811fffff,455
938,881e2e6819fffff,881e2e6853fffff,155
939,881e2e6819fffff,881e2e681dfffff,740
940,881e2e6819fffff,881e2e681bfffff,292
941,881e2e6819fffff,881e2e6857fffff,425
942,881e2e6819fffff,881e2e6aa5fffff,212
943,881e2e6819fffff,881e2e6811fffff,553
944,881e2e6819fffff,881e2e6819fffff,0
945,881e2e681bfffff,881e2e681bfffff,0
946,881e2e681bfffff,881e2e6aa7fffff,388
947,881e2e681bfffff,881e2e68cdfffff,779
948,881e2e681bfffff,881e2e6813fffff,360
949,881e2e681bfffff,881e2e6aa5fffff,282
950,881e2e681bfffff,881e2e6811fffff,564
951,881e2e681bfffff,881e2e6819fffff,283
952,881e2e681dfffff,881e2e6815fffff,379
953,881e2e681dfffff,881e2e681dfffff,233
954,881e2e681dfffff,881e2e680bfffff,940
955,881e2e681dfffff,881e2e6857fffff,1065
956,881e2e681dfffff,881e2e6811fffff,281
957,881e2e681dfffff,881e2e6803fffff,256
958,881e2e681dfffff,881e2e6819fffff,746
959,881e2e6821fffff,881e2e682dfffff,469
960,881e2e6821fffff,881e2e6821fffff,0
961,881e2e6821fffff,881e2e6825fffff,401
962,881e2e6821fffff,881e2e6827fffff,474
963,881e2e6821fffff,881e2e682bfffff,897
964,881e2e6821fffff,881e2e6823fffff,481
965,881e2e6821fffff,881e2e6829fffff,720
966,881e2e6829fffff,881e2e6805fffff,172
967,881e2e6829fffff,881e2e682dfffff,478
968,881e2e6829fffff,881e2e6821fffff,756
969,881e2e6829fffff,881e2e6867fffff,434
970,881e2e6829fffff,881e2e682bfffff,422
971,881e2e6829fffff,881e2e6863fffff,228
972,881e2e6829fffff,881e2e6829fffff,0
973,881e2e682bfffff,881e2e6805fffff,451
974,881e2e682bfffff,881e2e683dfffff,448
975,881e2e682bfffff,881e2e6821fffff,1028
976,881e2e682bfffff,881e2e682bfffff,65
977,881e2e682bfffff,881e2e6807fffff,245
978,881e2e682bfffff,881e2e6823fffff,878
979,881e2e682bfffff,881e2e6829fffff,428
980,881e2e682dfffff,881e2e682dfffff,0
981,881e2e682dfffff,881e2e6821fffff,473
982,881e2e682dfffff,881e2e6825fffff,254
983,881e2e682dfffff,881e2e6829fffff,444
984,881e2e682dfffff,881e2e6867fffff,287
985,881e2e682dfffff,881e2e6953fffff,305
986,881e2e682dfffff,881e2e695bfffff,394
987,881e2e6831fffff,881e2e683bfffff,534
988,881e2e6831fffff,881e2e683dfffff,410
989,881e2e6831fffff,881e2e6835fffff,886
990,881e2e6831fffff,881e2e6839fffff,337
991,881e2e6831fffff,881e2e6833fffff,692
992,881e2e6831fffff,881e2e6831fffff,0
993,881e2e6831fffff,881e2e6837fffff,759
994,881e2e6839fffff,881e2e683bfffff,490
995,881e2e6839fffff,881e2e6815fffff,406
996,881e2e6839fffff,881e2e683dfffff,414
997,881e2e6839fffff,881e2e6839fffff,0
998,881e2e6839fffff,881e2e6803fffff,540
999,881e2e6839fffff,881e2e6807fffff,363
1000,881e2e6839fffff,881e2e6831fffff,343
1001,881e2e683bfffff,881e2e683bfffff,0
1002,881e2e683bfffff,881e2e68edfffff,487
1003,881e2e683bfffff,881e2e6817fffff,484
1004,881e2e683bfffff,881e2e6815fffff,477
1005,881e2e683bfffff,881e2e6839fffff,487
1006,881e2e683bfffff,881e2e6833fffff,673
1007,881e2e683bfffff,881e2e6831fffff,528
1008,881e2e683dfffff,881e2e683dfffff,0
1009,881e2e683dfffff,881e2e6835fffff,867
1010,881e2e683dfffff,881e2e6839fffff,406
1011,881e2e683dfffff,881e2e682bfffff,431
1012,881e2e683dfffff,881e2e6807fffff,188
1013,881e2e683dfffff,881e2e6831fffff,413
1014,881e2e683dfffff,881e2e6823fffff,799
1015,881e2e6841fffff,881e2e6841fffff,0
1016,881e2e6841fffff,881e2e6847fffff,671
1017,881e2e6841fffff,881e2e684dfffff,257
1018,881e2e6841fffff,881e2e6845fffff,148
1019,881e2e6841fffff,881e2e684bfffff,330
1020,881e2e6841fffff,881e2e6849fffff,370
1021,881e2e6841fffff,881e2e6843fffff,377
1022,881e2e6843fffff,881e2e6841fffff,217
1023,881e2e6843fffff,881e2e6847fffff,403
1024,881e2e6843fffff,881e2e685dfffff,369
1025,881e2e6843fffff,881e2e6855fffff,372
1026,881e2e6843fffff,881e2e684bfffff,305
1027,881e2e6843fffff,881e2e6843fffff,0
1028,881e2e6843fffff,881e2e6809fffff,228
1029,881e2e6845fffff,881e2e686bfffff,327
1030,881e2e6845fffff,881e2e6841fffff,157
1031,881e2e6845fffff,881e2e6847fffff,587
1032,881e2e6845fffff,881e2e6b13fffff,184
1033,881e2e6845fffff,881e2e684dfffff,227
1034,881e2e6845fffff,881e2e6845fffff,0
1035,881e2e6845fffff,881e2e6869fffff,289
1036,881e2e6847fffff,881e2e686bfffff,395
1037,881e2e6847fffff,881e2e6841fffff,481
1038,881e2e6847fffff,881e2e6847fffff,0
1039,881e2e6847fffff,881e2e6845fffff,366
1040,881e2e6847fffff,881e2e680dfffff,395
1041,881e2e6847fffff,881e2e6843fffff,616
1042,881e2e6847fffff,881e2e6809fffff,591
1043,881e2e6849fffff,881e2e6841fffff,253
1044,881e2e6849fffff,881e2e684dfffff,446
1045,881e2e6849fffff,881e2e6a27fffff,449
1046,881e2e6849fffff,881e2e684bfffff,254
1047,881e2e6849fffff,881e2e6849fffff,0
1048,881e2e6849fffff,881e2e6a35fffff,468
1049,881e2e6849fffff,881e2e6a23fffff,372
1050,881e2e684bfffff,881e2e6841fffff,159
1051,881e2e684bfffff,881e2e685dfffff,314
1052,881e2e684bfffff,881e2e6a37fffff,300
1053,881e2e684bfffff,881e2e684bfffff,38
1054,881e2e684bfffff,881e2e6849fffff,246
1055,881e2e684bfffff,881e2e6843fffff,321
1056,881e2e684bfffff,881e2e6a35fffff,453
1057,881e2e684dfffff,881e2e6841fffff,256
1058,881e2e684dfffff,881e2e6b13fffff,442
1059,881e2e684dfffff,881e2e684dfffff,0
1060,881e2e684dfffff,881e2e6845fffff,376
1061,881e2e684dfffff,881e2e6a27fffff,387
1062,881e2e684dfffff,881e2e6849fffff,264
1063,881e2e684dfffff,881e2e6b1bfffff,277
1064,881e2e6851fffff,881e2e685bfffff,399
1065,881e2e6851fffff,881e2e685dfffff,220
1066,881e2e6851fffff,881e2e6855fffff,361
1067,881e2e6851fffff,881e2e6857fffff,411
1068,881e2e6851fffff,881e2e6859fffff,210
1069,881e2e6851fffff,881e2e6851fffff,0
1070,881e2e6851fffff,881e2e6853fffff,237
1071,881e2e6853fffff,881e2e685bfffff,498
1072,881e2e6853fffff,881e2e6819fffff,155
1073,881e2e6853fffff,881e2e6aadfffff,461
1074,881e2e6853fffff,881e2e6857fffff,397
1075,881e2e6853fffff,881e2e6851fffff,229
1076,881e2e6853fffff,881e2e6853fffff,268
1077,881e2e6853fffff,881e2e6aa5fffff,255
1078,881e2e6855fffff,881e2e685dfffff,334
1079,881e2e6855fffff,881e2e6855fffff,0
1080,881e2e6855fffff,881e2e680bfffff,441
1081,881e2e6855fffff,881e2e6857fffff,686
1082,881e2e6855fffff,881e2e6851fffff,376
1083,881e2e6855fffff,881e2e6843fffff,340
1084,881e2e6855fffff,881e2e6809fffff,317
1085,881e2e6857fffff,881e2e681dfffff,1049
1086,881e2e6857fffff,881e2e6855fffff,633
1087,881e2e6857fffff,881e2e680bfffff,383
1088,881e2e6857fffff,881e2e6857fffff,0
1089,881e2e6857fffff,881e2e6851fffff,402
1090,881e2e6857fffff,881e2e6853fffff,386
1091,881e2e6857fffff,881e2e6819fffff,421
1092,881e2e6859fffff,881e2e685bfffff,189
1093,881e2e6859fffff,881e2e685dfffff,273
1094,881e2e6859fffff,881e2e6ae5fffff,183
1095,881e2e6859fffff,881e2e6a33fffff,173
1096,881e2e6859fffff,881e2e6a37fffff,229
1097,881e2e6859fffff,881e2e6859fffff,0
1098,881e2e6859fffff,881e2e6851fffff,305
1099,881e2e685bfffff,881e2e685bfffff,0
1100,881e2e685bfffff,881e2e6ae5fffff,277
1101,881e2e685bfffff,881e2e6aadfffff,298
1102,881e2e685bfffff,881e2e6ae7fffff,254
1103,881e2e685bfffff,881e2e6859fffff,301
1104,881e2e685bfffff,881e2e6851fffff,445
1105,881e2e685bfffff,881e2e6853fffff,575
1106,881e2e685dfffff,881e2e685dfffff,0
1107,881e2e685dfffff,881e2e6a37fffff,147
1108,881e2e685dfffff,881e2e6855fffff,326
1109,881e2e685dfffff,881e2e6859fffff,129
1110,881e2e685dfffff,881e2e684bfffff,310
1111,881e2e685dfffff,881e2e6851fffff,228
1112,881e2e685dfffff,881e2e6843fffff,259
1113,881e2e6861fffff,881e2e686dfffff,336
1114,881e2e6861fffff,881e2e686bfffff,326
1115,881e2e6861fffff,881e2e6867fffff,308
1116,881e2e6861fffff,881e2e6869fffff,320
1117,881e2e6861fffff,881e2e6865fffff,278
1118,881e2e6861fffff,881e2e6863fffff,320
1119,881e2e6861fffff,881e2e6861fffff,0
1120,881e2e6863fffff,881e2e686bfffff,342
1121,881e2e6863fffff,881e2e6805fffff,235
1122,881e2e6863fffff,881e2e680dfffff,270
1123,881e2e6863fffff,881e2e6867fffff,333
1124,881e2e6863fffff,881e2e6863fffff,0
1125,881e2e6863fffff,881e2e6861fffff,250
1126,881e2e6863fffff,881e2e6829fffff,310
1127,881e2e6865fffff,881e2e686dfffff,503
1128,881e2e6865fffff,881e2e6b33fffff,591
1129,881e2e6865fffff,881e2e6959fffff,485
1130,881e2e6865fffff,881e2e6867fffff,216
1131,881e2e6865fffff,881e2e6865fffff,0
1132,881e2e6865fffff,881e2e6861fffff,543
1133,881e2e6865fffff,881e2e695bfffff,460
1134,881e2e6867fffff,881e2e682dfffff,305
1135,881e2e6867fffff,881e2e6867fffff,0
1136,881e2e6867fffff,881e2e6865fffff,310
1137,881e2e6867fffff,881e2e6863fffff,389
1138,881e2e6867fffff,881e2e6861fffff,366
1139,881e2e6867fffff,881e2e695bfffff,514
1140,881e2e6867fffff,881e2e6829fffff,400
1141,881e2e6869fffff,881e2e686dfffff,191
