date,SOY,WX_US,WX_BR,ONI,FX_USDBRL,FX_EURUSD,DXY,SOY_lag0,SOY_lag1,SOY_lag2,SOY_lag3,WX_US_lag0,WX_US_lag1,WX_US_lag2,WX_BR_lag0,WX_BR_lag1,WX_BR_lag2,ONI_lag0,ONI_lag1,ONI_lag2,FX_USDBRL_lag0,FX_USDBRL_lag1,FX_USDBRL_lag2,FX_EURUSD_lag0,FX_EURUSD_lag1,FX_EURUSD_lag2,DXY_lag0,DXY_lag1,DXY_lag2,SOY_t+1,SOY_t+2,SOY_t+3
2008-09-01,1045.0,66.844,56.504,0.3866666666666667,1.9220000505447388,1.409641981124878,79.44999694824219,1045.0,1332.0,1395.75,1379.889344262295,66.844,74.72946236559139,79.83827956989248,56.504,56.69806451612903,53.84516129032258,0.3866666666666667,0.2333333333333334,0.0333333333333334,1.9220000505447388,1.6306999921798706,1.5618000030517578,1.409641981124878,1.4695078134536743,1.5593082904815674,79.44999694824219,77.37999725341797,73.2300033569336,925.25,883.0,972.25
2008-10-01,925.25,59.08086021505376,91.4379723502304,0.38,2.0969998836517334,1.2701960802078247,85.62999725341797,925.25,1045.0,1332.0,1395.75,59.08086021505376,66.844,74.72946236559139,91.4379723502304,56.504,56.69806451612903,0.38,0.3866666666666667,0.2333333333333334,2.0969998836517334,1.9220000505447388,1.6306999921798706,1.2701960802078247,1.409641981124878,1.4695078134536743,85.62999725341797,79.44999694824219,77.37999725341797,883.0,972.25,980.0
2008-11-01,883.0,35.90666666666666,67.08457142857142,0.1733333333333334,2.256700038909912,1.2675074338912964,86.5199966430664,883.0,925.25,1045.0,1332.0,35.90666666666666,59.08086021505376,66.844,67.08457142857142,91.4379723502304,56.504,0.1733333333333334,0.38,0.3866666666666667,2.256700038909912,2.0969998836517334,1.9220000505447388,1.2675074338912964,1.2701960802078247,1.409641981124878,86.5199966430664,85.62999725341797,79.44999694824219,972.25,980.0,1011.0
2008-12-01,972.25,4.1664516129032245,61.63041474654377,-0.1499999999999999,2.3239998817443848,1.3979953527450562,81.30999755859375,972.25,883.0,925.25,1045.0,4.1664516129032245,35.90666666666666,59.08086021505376,61.63041474654377,67.08457142857142,91.4379723502304,-0.1499999999999999,0.1733333333333334,0.38,2.3239998817443848,2.256700038909912,2.0969998836517334,1.3979953527450562,1.2675074338912964,1.2701960802078247,81.30999755859375,86.5199966430664,85.62999725341797,980.0,1011.0,1039.0
2009-01-01,980.0,0.559139784946236,53.72129032258064,-0.3433333333333332,2.263000011444092,1.2850992679595947,86.0,980.0,972.25,883.0,925.25,0.559139784946236,4.1664516129032245,35.90666666666666,53.72129032258064,61.63041474654377,67.08457142857142,-0.3433333333333332,-0.1499999999999999,0.1733333333333334,2.263000011444092,2.3239998817443848,2.256700038909912,1.2850992679595947,1.3979953527450562,1.2675074338912964,86.0,81.30999755859375,86.5199966430664,1011.0,1039.0,1070.0
2009-02-01,1011.0,1.8128571428571427,53.044285714285714,-0.4666666666666665,2.3261001110076904,1.2678931951522827,88.01000213623047,1011.0,980.0,972.25,883.0,1.8128571428571427,0.559139784946236,4.1664516129032245,53.044285714285714,53.72129032258064,61.63041474654377,-0.4666666666666665,-0.3433333333333332,-0.1499999999999999,2.3261001110076904,2.263000011444092,2.3239998817443848,1.2678931951522827,1.2850992679595947,1.3979953527450562,88.01000213623047,86.0,81.30999755859375,1039.0,1070.0,1184.0
2009-03-01,1039.0,31.132473118279567,53.465806451612906,-0.4733333333333333,2.306999921798706,1.3246963024139404,85.43000030517578,1039.0,1011.0,980.0,972.25,31.132473118279567,1.8128571428571427,0.559139784946236,53.465806451612906,53.044285714285714,53.72129032258064,-0.4733333333333333,-0.4666666666666665,-0.3433333333333332,2.306999921798706,2.3261001110076904,2.263000011444092,1.3246963024139404,1.2678931951522827,1.2850992679595947,85.43000030517578,88.01000213623047,86.0,1070.0,1184.0,1226.25
2009-04-01,1070.0,41.89888888888888,59.93961904761905,-0.3699999999999999,2.1689000129699707,1.323521614074707,84.61000061035156,1070.0,1039.0,1011.0,980.0,41.89888888888888,31.132473118279567,1.8128571428571427,59.93961904761905,53.465806451612906,53.044285714285714,-0.3699999999999999,-0.4733333333333333,-0.4666666666666665,2.1689000129699707,2.306999921798706,2.3261001110076904,1.323521614074707,1.3246963024139404,1.2678931951522827,84.61000061035156,85.43000030517578,88.01000213623047,1184.0,1226.25,1134.0
2009-05-01,1184.0,76.62516129032258,80.42211981566821,-0.1033333333333332,1.9170000553131104,1.412090301513672,80.43000030517578,1184.0,1070.0,1039.0,1011.0,76.62516129032258,41.89888888888888,31.132473118279567,80.42211981566821,59.93961904761905,53.465806451612906,-0.1033333333333332,-0.3699999999999999,-0.4733333333333333,1.9170000553131104,2.1689000129699707,2.306999921798706,1.412090301513672,1.323521614074707,1.3246963024139404,80.43000030517578,84.61000061035156,85.43000030517578,1226.25,1134.0,1100.0
2009-06-01,1226.25,74.62152380952381,57.08377777777778,0.3233333333333334,1.9628000259399407,1.4038830995559692,80.12999725341797,1226.25,1184.0,1070.0,1039.0,74.62152380952381,76.62516129032258,41.89888888888888,57.08377777777778,80.42211981566821,59.93961904761905,0.3233333333333334,-0.1033333333333332,-0.3699999999999999,1.9628000259399407,1.9170000553131104,2.1689000129699707,1.4038830995559692,1.412090301513672,1.323521614074707,80.12999725341797,80.43000030517578,84.61000061035156,1134.0,1100.0,927.0
