date,ADM,BG,SOY
2024-07-05,58.9988899230957,105.07355499267578,1188.5
2024-07-08,60.941162109375,106.81526184082031,1174.25
2024-07-09,60.700782775878906,106.38951110839844,1161.5
2024-07-10,61.758453369140625,107.58936309814453,1141.25
2024-07-11,61.77768325805664,106.92169952392578,1142.75
2024-07-12,61.80652618408203,107.50226593017578,1134.5
2024-07-15,60.96038818359375,106.7572021484375,1078.0
2024-07-16,62.075748443603516,107.78287506103516,1090.5
2024-07-17,63.19112014770508,108.47956085205078,1097.25
2024-07-18,62.29690170288086,108.58600616455078,1098.5
2024-07-19,61.719993591308594,108.29571533203125,1097.25
2024-07-22,61.6815299987793,109.19560241699219,1117.75
2024-07-23,59.82579803466797,107.26036834716797,1117.5
2024-07-24,60.2392463684082,108.46021270751953,1111.0
2024-07-25,60.88346481323242,109.2923583984375,1116.0
2024-07-26,61.51806640625,110.60830688476562,1077.5
2024-07-29,60.86423873901367,109.89228057861328,1054.75
2024-07-30,60.09502029418945,110.85022735595703,1027.25
2024-07-31,59.62387466430664,101.8223648071289,1028.5
2024-08-01,58.15275192260742,99.73231506347656,1022.0
2024-08-02,56.64316177368164,95.2328872680664,1029.25
2024-08-05,55.94124984741211,92.32037353515625,1044.25
2024-08-06,55.729713439941406,92.22359466552734,1028.5
2024-08-07,55.94124984741211,92.59129333496094,1020.25
2024-08-08,56.22970962524414,94.23624420166016,1009.75
2024-08-09,56.191246032714844,93.74275207519531,1028.0
2024-08-12,55.83548355102539,93.81048583984375,1012.0
2024-08-13,56.1335563659668,93.47181701660156,989.0
2024-08-14,56.1335563659668,92.65901947021484,979.75
2024-08-15,56.595088958740234,92.90093231201172,951.5
2024-08-16,56.81623458862305,93.38473510742188,938.75
2024-08-19,57.3835334777832,93.79402160644531,956.25
2024-08-20,56.73931121826172,92.7513198852539,957.25
2024-08-21,57.42782974243164,93.87198638916016,963.0
2024-08-22,57.45691680908203,94.00840759277344,941.25
2024-08-23,58.66909408569336,96.12303161621094,952.0
2024-08-26,58.90182876586914,98.06224822998047,959.75
2024-08-27,58.72727966308594,97.76016998291016,967.5
2024-08-28,59.11517333984375,98.2474136352539,958.5
2024-08-29,58.998802185058594,98.48128509521484,973.75
2024-08-30,59.144264221191406,98.79312133789062,982.0
2024-09-03,58.785457611083984,96.76619720458984,997.0
2024-09-04,59.561248779296875,97.65296936035156,1006.0
2024-09-05,58.252105712890625,96.22048950195312,1008.25
2024-09-06,57.670265197753906,95.92814636230469,989.25
2024-09-09,57.6993522644043,96.39588928222656,1000.0
2024-09-10,57.262969970703125,93.7258071899414,977.5
2024-09-11,57.21448516845703,93.45294952392578,979.75
2024-09-12,57.81571960449219,93.96942901611328,991.5
2024-09-13,58.56242370605469,94.89517974853516,986.75
2024-09-16,58.581817626953125,94.80747985839844,1004.5
2024-09-17,58.63029861450195,95.19728088378906,1006.0
2024-09-18,58.69818115234375,95.21676635742188,1014.0
2024-09-19,60.56007766723633,97.79914855957031,1013.25
2024-09-20,59.50306701660156,96.27896118164062,1012.0
2024-09-23,59.06668472290039,94.95365142822266,1039.25
2024-09-24,58.89213562011719,94.5833511352539,1042.25
2024-09-25,56.38051223754883,92.30306243896484,1053.25
2024-09-26,57.57328796386719,93.42372131347656,1041.0
2024-09-27,58.18422317504883,95.23625946044922,1065.75
2024-09-30,57.932090759277344,94.174072265625,1057.0
2024-10-01,57.718753814697266,95.18753814697266,1057.25
2024-10-02,57.010841369628906,94.47615814208984,1056.0
2024-10-03,56.70052719116211,94.20330047607422,1046.0
2024-10-04,57.43752670288086,95.66502380371094,1037.75
2024-10-07,57.0787239074707,96.41539001464844,1034.0
2024-10-08,55.80836486816406,95.73324584960938,1016.25
2024-10-09,55.24591827392578,93.91096496582031,1020.25
2024-10-10,55.556236267089844,93.6088638305664,1014.75
2024-10-11,56.21565628051758,94.49564361572266,1005.5
2024-10-14,56.157474517822266,93.7647933959961,996.0
2024-10-15,55.92473602294922,92.26408386230469,991.0
2024-10-16,56.525970458984375,92.69285583496094,980.0
2024-10-17,56.85568618774414,93.16060638427734,988.75
2024-10-18,54.693172454833984,87.26498413085938,970.0
2024-10-21,54.43134307861328,86.58284759521484,981.0
2024-10-22,54.00465393066406,87.0895767211914,991.75
2024-10-23,54.38285827636719,86.71926879882812,997.5
2024-10-24,54.79014587402344,87.90814208984375,996.25
2024-10-25,54.84832763671875,87.48910522460938,987.75
2024-10-28,55.50775146484375,87.57682037353516,974.0
2024-10-29,54.61559295654297,85.5986099243164,965.25
2024-10-30,53.84949493408203,83.66914367675781,976.5
2024-10-31,53.539180755615234,81.87608337402344,982.5
2024-11-01,52.98643112182617,80.51181030273438,982.5
2024-11-04,53.62645721435547,81.85659790039062,987.25
2024-11-05,50.426326751708984,82.63619232177734,993.75
2024-11-06,51.648197174072266,83.57169342041016,994.5
2024-11-07,50.90149688720703,84.59489440917969,1015.5
2024-11-08,50.55239486694336,84.89698791503906,1016.75
2024-11-11,50.77543640136719,85.51091003417969,1011.75
2024-11-12,49.87357711791992,85.22830963134766,1003.5
2024-11-13,50.30025863647461,84.40975189208984,1004.25
2024-11-14,50.92089080810547,85.81300354003906,985.75
2024-11-15,51.7354736328125,88.2881851196289,998.5
2024-11-18,51.11484146118164,89.65296173095703,1009.75
2024-11-19,51.3863639831543,87.8659896850586,998.5
2024-11-20,51.90032958984375,86.4815902709961,990.5
2024-11-21,52.066734313964844,86.76632690429688,977.75
2024-11-22,52.00800323486328,86.05938720703125,983.5
2024-11-25,51.89053726196289,86.83505249023438,985.75
2024-11-26,52.585548400878906,88.03291320800781,983.5
2024-11-27,53.22181701660156,87.29652404785156,988.75
2024-11-29,53.44696044921875,88.11145782470703,989.5
2024-12-02,53.123931884765625,87.47325134277344,985.25
2024-12-03,52.04716110229492,86.65831756591797,991.75
2024-12-04,50.67672348022461,84.98916625976562,983.75
2024-12-05,51.17595291137695,84.63569641113281,993.75
2024-12-06,50.33411407470703,82.47562408447266,993.75
2024-12-09,50.88228988647461,83.94840240478516,990.0
2024-12-10,50.98018264770508,83.17273712158203,994.75
2024-12-11,51.80243682861328,83.25128936767578,995.5
2024-12-12,51.95906448364258,82.07305908203125,995.75
2024-12-13,51.29342269897461,81.1501235961914,988.25
2024-12-16,50.598411560058594,79.3827896118164,982.0
2024-12-17,50.40263748168945,79.795166015625,976.75
2024-12-18,48.797271728515625,77.69400024414062,951.75
2024-12-19,48.337196350097656,76.5059585571289,963.0
2024-12-20,49.42375946044922,77.66454315185547,974.5
2024-12-23,49.34544372558594,77.6154556274414,969.5
